name,type,genre,episodes,popularity,averageScore,rating,animeYear
Yoi ga Tsubuyaku,MOVIE,Fantasy,1,41,,37,2009
Ai no kakato,MOVIE,Slice of Life,1,41,,42,2016
PART BLUE,MOVIE,,1,59,,51,2009
Urameshi Denwa,MOVIE,Comedy,1,99,,47,1974
Chan Shuo A Kuan,MOVIE,"Comedy,Slice of Life",1,43,,41,1993
Tokyo Fantasia,MOVIE,Music,1,113,,49,2009
AOTU Shijie 2,ONA,"Action,Adventure,Fantasy,Sci-Fi",20,97,,56,2018
AOTU Shijie,ONA,"Action,Adventure,Fantasy,Sci-Fi",32,178,,60,2017
Huang Feihong Yong Chuang Tianxia,MOVIE,Action,1,45,,42,2004
Xiao Taiji,TV,Action,14,59,,34,1998
About the Girl,MOVIE,"Psychological,Sci-Fi",1,156,,48,2009
Shen Qi Huan Qi Tan,ONA,"Action,Adventure,Fantasy,Mystery",24,539,,49,2018
Eiyuu Banka Koushi-den,OVA,"Adventure,Drama,Romance",1,200,,53,1996
"Come on, Fortune!",ONA,"Comedy,Fantasy",1,32,,37,2011
Renmei Kuugun Koukuu Mahou Ongakutai: Luminous Witches,TV,"Ecchi,Music",,3072,,,2022
Namazu wa Umi ni Kaeru,MOVIE,Slice of Life,1,107,,65,2013
Dappi Suru Tame ni Hitsuyou na Koto: Growth Factor,MOVIE,Psychological,1,110,,63,2014
Sayonara no Kawari ni 2013,MUSIC,,1,61,,41,2012
Na mo Nai Mainichi,MUSIC,Drama,1,78,,50,2012
Minna de Bokumetsu Inshu Unten,SPECIAL,Drama,1,74,,45,2012
Dou Hun Wei Zhi Xuan Yue Qi Yuan,ONA,"Adventure,Fantasy",12,164,,60,2018
Guan Hai Ce,ONA,"Action,Drama",16,103,,54,2018
The Night Game: Neko no Sakusen,SPECIAL,Sports,1,67,,51,2012
Bbaekkom Meogeujan Yeohaeng,MOVIE,"Adventure,Comedy",1,138,,52,2007
Gui Bao: Baoxiao Chuang Yuzhou,MOVIE,"Adventure,Comedy,Sci-Fi",1,32,,51,2015
Mochi Mochi no Ki,MOVIE,Drama,1,118,,48,1971
Lose It,MUSIC,,3,86,,39,2018
Tomoyo,MUSIC,,1,58,,44,2011
Choco to Watashi,MUSIC,,1,83,,48,2014
Echolocation,MUSIC,,1,83,,45,2014
Mainichi JK Kikaku,TV,,,1541,,,1899
Bakutsuri Bar Hunter,TV,"Action,Adventure,Sports",25,257,,54,2019
STARLY GIRLS -Episode Starsia-,ONA,"Action,Adventure,Sci-Fi",12,114,,43,1899
Shinran Shounin to Ousha-jou no Higeki,OVA,Drama,1,72,,41,1996
Sekai no Hikari: Shinran Shounin,OVA,,6,68,,50,1995
Butten Monogatari,OVA,,10,77,,40,1988
GJ8man,ONA,"Action,Comedy",,76,,35,2016
Yume no Kawa,MUSIC,,1,59,,46,2011
So Long!,MUSIC,,1,74,,51,2013
First Rabbit,MUSIC,,1,69,,47,2013
Inochi,MUSIC,"Drama,Slice of Life",1,63,,46,2015
Junai Rhapsody,MUSIC,,1,97,,48,2016
Bubble Bath,MUSIC,,1,79,,39,2002
Nami Hexin - 2016 Xinnian Tebie Ban,ONA,Music,1,87,,43,2016
Nami Hexin - NG Scenes - Nano's Daily Life,ONA,"Comedy,Sci-Fi",2,64,,42,2015
Nami Hexin SP: Lianxi Pian 2015 Xinnian Tebie Ban,ONA,"Comedy,Music",1,79,,41,2015
Nami Hexin: Huanghun Pian,ONA,"Action,Adventure,Mecha,Sci-Fi",20,99,,55,2018
Nami Hexin: Jueze Pian,ONA,"Action,Sci-Fi",10,95,,55,2016
Nami Hexin,ONA,Sci-Fi,10,162,,51,2015
Tenkousei wa Uchuujin,MUSIC,,1,71,,48,1988
Kashikokimono,MOVIE,Music,1,98,,42,2003
Sumiko no Egao,MUSIC,,1,81,,41,2012
Xiao Yeyou,ONA,"Comedy,Fantasy",1,96,,42,2014
Kirakira,MUSIC,,1,83,,51,2011
Boku wa Shitteru yo.,ONA,Slice of Life,1,88,,48,2017
Life: Jinsei no Taisetsu na Toki ni...,ONA,Slice of Life,1,79,,55,2013
Ki de Tsukurou,ONA,Slice of Life,1,90,,46,2013
It Seems like a Frog,MUSIC,,1,84,,41,2016
Lü Lin Da Maoxian,MOVIE,,1,58,,49,2013
Lü Lin Da Maoxian Zhi Tangguo Shijie,MOVIE,"Adventure,Fantasy",1,50,,45,2016
Chao Shen Youxi,ONA,"Action,Fantasy",25,81,,33,2014
Yingxiong Bie Nao,ONA,"Action,Fantasy",13,68,,52,2015
Xing You Ji: Fengbao Famila,ONA,"Adventure,Fantasy,Sci-Fi",1,104,,56,2017
Xing You Ji,TV_SHORT,"Adventure,Fantasy,Sci-Fi",26,159,,58,2011
Megazone 23 XI,TV,"Action,Mecha,Music,Mystery,Romance,Sci-Fi",,299,,,1899
Megazone 23 SIN,TV,"Action,Mecha,Music,Mystery,Romance,Sci-Fi",,233,,,1899
Luo Xiaohei Zhan Ji: Fan Wai,ONA,"Comedy,Music",4,204,,66,2016
Yuu no Mahou,MUSIC,,1,87,,43,2011
Shuang Yue Zhi Cheng,ONA,Sci-Fi,13,110,,44,2016
Hong Haier: Juezhan Huoyanshan,MOVIE,"Action,Adventure,Comedy,Fantasy",1,57,,49,2005
The Starry Night,MUSIC,,1,98,,45,2018
Toyoichi,MUSIC,,1,81,,45,2014
The Gift,ONA,Fantasy,1,86,,47,2016
Hua Jianghu: Buliang Ren 2,ONA,"Adventure,Drama,Romance",40,129,,57,2017
Hua Jianghu: Buliang Ren,ONA,"Adventure,Drama,Romance",54,225,,60,2015
Hua Jianghu: Bei Mo Ting,ONA,"Adventure,Fantasy,Romance",40,153,,56,2017
Hua Jianghu: Huan Shi Men Sheng,ONA,"Action,Drama,Fantasy,Mystery,Romance",20,219,,61,2018
Hen Xi You,ONA,"Action,Fantasy,Supernatural",20,139,,40,2016
Feng Wei Yingxiong,ONA,"Action,Fantasy",13,105,,58,2016
Huan Jing Nuo De Lin,ONA,"Action,Fantasy,Mecha",1,99,,52,2017
Yubikiri,MUSIC,,1,88,,40,2004
Osamishi Tani no Wakare Uta,MOVIE,Music,1,118,,44,1970
Dandy Hitsuji Shitsuji,MUSIC,,1,64,,40,2017
Wo Shi Nezha,MOVIE,Fantasy,1,154,,62,2016
Oni no Ko to Yuki Usagi,MOVIE,Fantasy,1,129,,58,1994
Zhong Hua Xiao Zi,TV,"Action,Supernatural",26,110,,51,2007
Yume Utsutsu,MOVIE,,1,99,,32,2001
Fengshen Bang,MOVIE,"Action,Fantasy",1,91,,39,1976
Storywriter,MUSIC,,1,96,,52,2013
Xiongmao Monogatari TaoTao,MOVIE,"Comedy,Fantasy",1,122,,54,1982
Rocket Dive,MUSIC,,1,89,,41,2018
Kirari Kagayaku,ONA,"Music,Romance,Slice of Life",1,105,,55,2017
Guitar,MOVIE,Music,1,79,,41,2008
Sketch,ONA,Music,1,103,,48,2012
Survivor,MUSIC,,1,94,,36,2008
Oshie to Tabi Suru Otoko,MOVIE,"Mystery,Psychological",1,697,,56,2018
Momotaros no Natsuyasumi,MOVIE,"Action,Comedy",1,85,,35,2007
Minion,ONA,"Fantasy,Slice of Life",3,130,,43,2017
Shaonian Jinyiwei 2,ONA,"Adventure,Mystery,Romance",13,78,,59,2018
Qingwa Wangguo,MOVIE,"Adventure,Sports",1,59,,40,2014
Qingwa Wangguo: Zhi Bingdong Da Maoxian,MOVIE,Adventure,1,47,,38,2016
Youtai Nuhai Zai Shanghai,MOVIE,,1,104,,47,2009
Youtai Nuhai Zai Shanghai 2: Xianglian Mima,MOVIE,Drama,1,53,,35,2015
Shenming Zhi Zhou,ONA,"Adventure,Fantasy",12,137,,54,2016
Jun Lin Chengxia,ONA,"Comedy,Fantasy",13,108,,49,2017
Bborongbborong Bbororo 2,TV_SHORT,,52,109,,46,2006
Bborongbborong Bbororo 3,TV_SHORT,Sci-Fi,52,97,,47,2009
Bborongbborong Bbororo 4,TV_SHORT,,26,89,,40,2012
Bborongbborong Bbororo 5,TV_SHORT,,26,84,,43,2014
Bborongbborong Bbororo 6,TV_SHORT,,26,71,,44,2016
Bbororo's English Show,TV_SHORT,Music,13,63,,34,2012
Bbororo-wa Noraehaeyo,TV_SHORT,Music,14,74,,35,2005
Bbororo Hanguk-e Wass-eoyo,ONA,Adventure,1,77,,42,2013
Yoligongju Loopy,TV_SHORT,,6,74,,48,2011
Bbororo Geugjangpan Super Sseolmae Daemoheom,MOVIE,,1,79,,44,2013
Sanuki Eiga-sai Opening Eizou,MOVIE,Music,2,91,,44,2016
Congming de Yixiu Zhi Fan Dou Gongzhu,MOVIE,Comedy,1,90,,50,2014
Beachside Lover,MUSIC,,1,87,,39,2016
Human Gift,MUSIC,,1,69,,38,2009
Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,MOVIE,Comedy,1,73,,49,2011
Lao Fu Zi Fan Dou Zhen Tan,MOVIE,Comedy,1,82,,46,2004
Shan T Lao Fu Zi,MOVIE,"Action,Comedy",1,99,,50,1983
Lao Fu Zi Shui Hu Chuan,MOVIE,"Adventure,Comedy",1,103,,55,1982
Trip Trek (2013),ONA,,5,15,,35,2013
Trip Trek (2010),ONA,,3,59,,43,2011
To the Moon,MOVIE,"Romance,Sci-Fi",1,2046,,,1899
Moon Festa,MUSIC,,1,92,,54,2012
Kuro,MUSIC,,1,104,,49,2004
Tu Xia Chuanqi,MOVIE,"Action,Adventure,Comedy",1,85,,43,2011
Tu Xia Zhi Qing Li Chuanshuo,MOVIE,"Action,Adventure,Comedy",1,81,,50,2015
Interior,ONA,"Adventure,Comedy",1,75,,44,2010
Xia Lan,TV,"Action,Adventure,Drama,Fantasy",156,122,,48,2014
Qi Cai Lao Fu Zi,MOVIE,"Action,Comedy",1,124,,53,1981
Double Hard,ONA,Action,26,132,,52,2012
Suna Asobi,SPECIAL,"Adventure,Music",1,79,,51,1995
Mushiba Tetsudou,MOVIE,Adventure,1,120,,48,2008
Jiok: Dugaeui Sam,MOVIE,"Drama,Fantasy,Horror",1,249,,49,2006
Idea ga Tsukamaranai.,MOVIE,,1,86,,54,2011
Mao Yu Tao Hua Yuan,MOVIE,"Adventure,Comedy,Fantasy",1,154,,52,2018
Atang Qiyu,MOVIE,"Adventure,Comedy",1,94,,54,2017
Mu Wang Zhi Wang: Xuan Guan Si,ONA,"Action,Romance",20,118,,59,2018
Mu Wang Zhi Wang: Han Tie Dou,ONA,"Action,Mystery,Romance",21,132,,62,2017
Mu Wang Zhi Wang: Qi Lin Jue,ONA,"Action,Mystery,Romance",20,177,,60,2016
Eun-sil-i,MOVIE,Drama,1,111,,45,2011
Ma Shen,ONA,Drama,16,330,,51,2016
Xiong Bing Lian,ONA,"Action,Mecha,Mystery,Sci-Fi,Supernatural",33,223,,52,2018
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,TV_SHORT,"Fantasy,Slice of Life",26,356,,52,2019
Zhanguo FAN,ONA,"Action,Fantasy",15,171,,44,2016
Mori no Ratio,TV_SHORT,"Adventure,Fantasy,Slice of Life",,156,,57,2010
Manabu no Natsuyasumi,OVA,Fantasy,1,70,,45,2004
Wo Shi Jiang Xiaobai: You Hua Dui Ni Shuo,ONA,"Drama,Romance,Slice of Life",12,432,,63,2019
Nidome no Jinsei wo Isekai de,TV,"Action,Adventure,Fantasy",,923,,55,1899
Kiss and Cry,MOVIE,Drama,1,84,,50,2008
Boku wa Robot Goshi no Kimi ni Koi wo Suru,MOVIE,"Romance,Sci-Fi",,3200,,,1899
Mannaka no Rikkun,TV_SHORT,Comedy,12,126,,35,2019
Neko Neko Nihonshi 3rd Season,TV_SHORT,Comedy,32,161,,53,2019
PazuDora,TV,,,405,,53,2018
Oretacha Youkai Ningen G,TV_SHORT,Horror,25,196,,37,2018
Ten Count,TV,"Drama,Psychological,Romance",,7158,,,1899
Usagi no Matthew,TV_SHORT,Slice of Life,52,158,,37,2019
Tenka Touitsu Koi no Ran ~ Shutsujin! Saika 4-nin Shuu,ONA,,4,181,,41,2018
Kuroneko Monroe,TV_SHORT,,26,169,,27,2018
Sakkai Eightraid,ONA,,,872,,,1899
Baka Misérables,ONA,Music,3,108,,50,2013
84 Taekwon V,MOVIE,"Action,Mecha,Sci-Fi",1,102,,43,1984
DATA NO.6,MUSIC,Sci-Fi,1,72,,55,1989
"Moshi Moshi, Terumi Desu",ONA,Slice of Life,30,313,,50,2018
Eiga kantoku to burari! Machi aruki,ONA,"Comedy,Slice of Life",1,44,,46,2018
Uchi no Oochopus,TV_SHORT,,38,90,,43,2018
Hana no Zundamaru,ONA,Comedy,8,96,,52,2014
Pochitto Hatsumei: Pikachin-Kit,TV,"Comedy,Sci-Fi",115,207,,45,2019
Qiang Niang,ONA,"Action,Comedy,Sci-Fi,Slice of Life",12,276,,49,2017
Oshiri Tantei,TV,"Comedy,Fantasy,Mystery",10,327,,50,2018
Tomica Hyper Rescue Drive Head Kidou Kyuukyuu Keisatsu Movie,MOVIE,Mecha,1,153,,48,2018
Tomica Hyper Rescue Drive Head Kidou Kyuukyuu Keisatsu (ONA),ONA,Mecha,7,125,,54,2018
"Baito Saki wa ""Aku no Soshiki""?!",ONA,"Action,Comedy,Romance",10,137,,38,2018
SNS Police,ONA,Comedy,9,202,,36,2018
Milky Panic twelve,MOVIE,,1,125,,31,2018
Engimon,MOVIE,Comedy,1,160,,47,2018
TIME DRIVER: Bokura ga Kaita Mirai,MOVIE,,1,331,,56,2018
Zero Seiki Movie 2: Herlock,MOVIE,"Action,Adventure,Sci-Fi",1,462,,,1899
Katsugeki Touken Ranbu Movie,MOVIE,"Action,Drama,Fantasy",1,2770,,,1899
Zero Seiki Movie 1: Emeraldas,MOVIE,"Action,Adventure,Sci-Fi",1,764,,,1899
LibraryCross∞,TV,,,321,,,1899
Shirotan: Shirotan ga Ippai!,ONA,,24,120,,61,2018
Arad: Suming Zhi Men,TV,"Action,Adventure,Fantasy",20,551,,54,2017
Oretacha Youkai Ningen,TV_SHORT,Horror,24,460,,40,2018
Blame! Movie 2,MOVIE,"Action,Drama,Mecha,Psychological,Sci-Fi",1,1343,,,1899
Wo Jiao Bai Xiaofei,ONA,"Action,Comedy,Horror",39,274,,52,2016
Chu Feng: Eden Zhi Zi,ONA,"Action,Fantasy,Mecha,Romance,Sci-Fi",12,342,,66,2021
PJ Berri no Mogumogu Munyamunya Season 2,TV_SHORT,"Comedy,Music",6,99,,34,2017
PLUTO,TV,"Action,Mystery,Sci-Fi",8,4460,,,1899
DC Super Heroes vs Taka no Tsume Dan,MOVIE,Comedy,1,303,,44,2017
Spo-chan Taiketsu: Youkai Daikessen,MOVIE,,1,139,,47,2014
Hizukuri,ONA,"Adventure,Fantasy,Sci-Fi",1,1304,,,2021
Sagaken wo Meguru Animation (2017),MOVIE,Slice of Life,2,249,,56,2017
Washimo 5,TV_SHORT,"Comedy,Sci-Fi",32,76,,34,2017
Washimo 4,TV_SHORT,Comedy,44,71,,41,2016
Washimo 3,TV_SHORT,Comedy,44,70,,42,2015
Akindo Sei no Little Peso,TV_SHORT,"Comedy,Sci-Fi",12,166,,41,2017
Yuuri!!! on ICE The Movie: ICE ADOLESCENCE,MOVIE,Sports,1,26685,,,1899
Karada Sagashi,ONA,"Horror,Mystery",10,900,,40,2017
Kuruneko (2017),ONA,,10,172,,53,2018
Nui Nui Hinobori San Kyoudai,ONA,Slice of Life,4,123,,48,2018
Jingisukan no Jin-kun,ONA,,10,68,,28,2017
Dekiru kana,ONA,,10,73,,37,2017
Neko Neko Nihonshi 2nd Season,TV_SHORT,Comedy,32,189,,57,2018
Gi(a)rlish Number Shura,TV,Comedy,,979,,64,1899
Musashino!,TV_SHORT,"Comedy,Slice of Life",,1038,,,2022
Biblia Koshodou no Jiken Techou,MOVIE,"Drama,Mystery",1,1085,,,1899
"Lunatan: 10,000-nen no Himitsu",ONA,,10,79,,44,2017
Zo Zo Zo Zombie-kun,ONA,Comedy,3,129,,40,2017
Panpaka Pants O NEW-san,TV_SHORT,Comedy,24,82,,41,2017
Komatsu Sakyo Anime Gekijou,TV_SHORT,"Comedy,Sci-Fi",24,116,,49,1994
T-sensei,ONA,"Comedy,Drama,Slice of Life",14,342,,50,2017
The Snack World,TV,"Adventure,Comedy,Fantasy",50,250,,52,2018
Buppu na Mainichi,TV_SHORT,Comedy,27,101,,36,2017
Pikaia!!,TV_SHORT,"Drama,Slice of Life",13,234,,53,2017
Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,TV_SHORT,"Comedy,Supernatural",8,141,,41,2017
Mirai ni Mukete: Bousai wo Kangaeru,MOVIE,Drama,1,84,,45,2016
"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu",SPECIAL,"Comedy,Slice of Life",1,91,,58,2016
Onizushi,ONA,Comedy,3,97,,44,2016
Chou Do M na Hentai Mesu-tachi Otokoton Choukyou Itashimasu!,OVA,Hentai,1,228,,53,2016
Sentai Hero SUKIYAKI FORCE,TV_SHORT,Comedy,24,130,,33,2017
Higanjima X,ONA,"Fantasy,Horror",12,182,,42,2017
Landreaall,OVA,"Action,Adventure,Fantasy",1,296,,54,2017
Force of Will The Movie,MOVIE,,1,181,,35,1899
Yasamura Yasashi no Yasashii Seikai,TV_SHORT,,17,216,,38,2017
Mikan Seijin Arawaru,TV_SHORT,,,88,,31,2016
Mekakucity Reload,TV,,,7089,,,1899
PJ Berri no Mogumogu Munyamunya,TV_SHORT,"Comedy,Music",20,168,,41,2017
Tama & Friends: Uchi no Tama Shirimasenka?,TV_SHORT,"Adventure,Comedy,Slice of Life",104,297,,63,2017
Neko no Dayan: Fushigi Gekijou,TV_SHORT,Comedy,30,100,,44,2017
X Maiden: Izakaya Tamaki,ONA,,7,101,,46,2014
Genbanojou,MOVIE,,1,274,,55,2017
Charanpo Land no Bouken,MOVIE,,1,129,,39,2017
Gra-P & Rodeo 2nd Season,TV_SHORT,"Comedy,Music",27,84,,35,2017
Gra-P & Rodeo,TV_SHORT,"Comedy,Music",61,92,,41,2015
Avabel Online,TV,Fantasy,,41,,45,1899
Sore Ike! Sabuibo Mask,TV_SHORT,"Comedy,Slice of Life",8,75,,41,2016
Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,MOVIE,,1,230,,49,2016
Osiris no Tenbin 2,ONA,,11,108,,49,2016
"Neko mo, Onda-ke",TV_SHORT,"Comedy,Slice of Life",12,154,,35,2016
Aware! Meisaku-kun,TV_SHORT,Comedy,230,243,,44,2019
Panpaka Pants W-O New!,TV_SHORT,Comedy,26,83,,47,2016
Panpaka Pants O-New!,TV_SHORT,Comedy,26,97,,32,2015
CoCO & NiCO,TV_SHORT,Fantasy,39,170,,44,2017
Nameko: Sekai no Tomodachi,TV_SHORT,"Comedy,Slice of Life",26,133,,30,2017
Ojisan Kaizou Kouza,MOVIE,,1,128,,52,1990
Yakusoku no Utsuwa: Arita no Hatsukoi,MOVIE,Romance,1,289,,65,2016
Kamiwaza Wanda,TV,Sci-Fi,47,230,,44,2017
Itoshi no Muco OVA,OVA,"Comedy,Slice of Life",1,151,,54,2016
Mim Mam Mint,TV_SHORT,Comedy,4,102,,25,2016
Saber Marionette J: The Last Story,OVA,"Action,Sci-Fi",,93,,,1899
Utakata:Overdrive,TV,"Fantasy,Music",,549,,,1899
Chika☆Chika Idol,TV,Music,,177,,,1899
Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,ONA,Comedy,1,140,,45,2016
Aoki Uru,MOVIE,Sci-Fi,1,1956,,,2021
Ganbare! Lulu Lolo 3rd Season,TV_SHORT,,10,101,,43,2016
Osiris no Tenbin,ONA,,10,368,,54,2015
Fuusen Inu Tinny 2nd Season,TV_SHORT,Adventure,26,90,,45,2016
Doushitemo Eto ni Hairitai,TV_SHORT,Comedy,13,205,,46,2016
Kyoufu! Zombie Neko,TV_SHORT,"Comedy,Supernatural",52,237,,47,2016
Neko no Dayan: Nihon e Iku,TV_SHORT,,12,100,,43,2016
KanColle: Itsuka Ano Umi de,TV,"Action,Sci-Fi",8,8181,,,2022
Mirai Arise,TV,,,1827,,50,1899
Lovely Movie: Itoshi no Muco Season 2,TV_SHORT,Slice of Life,22,184,,53,2014
Lovely Movie: Itoshi no Muco,TV_SHORT,Slice of Life,20,294,,56,2014
Kaijuu Sakaba Kanpai!,TV_SHORT,"Comedy,Supernatural",13,131,,46,2015
Hero Company,OVA,Comedy,2,230,,50,2015
Kaiketsu Zorori: Uchuu no Yuusha-tachi,MOVIE,"Adventure,Comedy",1,140,,60,2015
Shishou Series,TV,,,1371,,55,1899
Nyuru Nyuru!! Kakusen-kun 2,TV_SHORT,Comedy,13,146,,43,2015
Washimo 2,TV_SHORT,"Comedy,Slice of Life",24,86,,45,2015
Washimo,TV_SHORT,"Comedy,Slice of Life",10,126,,46,2014
Omakase Mamitasu,TV_SHORT,,32,135,,48,2016
Onnanoko tte.,TV_SHORT,Slice of Life,4,130,,45,2015
Narudoma,TV_SHORT,Comedy,26,396,,35,2015
Pankis! 2-jigen,TV_SHORT,Music,24,170,,47,2015
Choujikuu Robo Meguru,TV,Mecha,,509,,,1899
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www Movie,MOVIE,,1,173,,35,2014
Fuusen Inu Tinny,TV_SHORT,Adventure,26,170,,39,2015
Ganbare! Lulu Lolo 2nd Season,TV_SHORT,,26,84,,42,2015
Kasumin 2nd Series,TV,"Fantasy,Slice of Life",26,168,,57,2003
Ginga Jinpuu Jinraiger,TV,Mecha,,304,,45,1899
Neko Pitcher,TV_SHORT,"Comedy,Sports",51,152,,53,2015
Neko no Dayan,TV_SHORT,,52,157,,47,2015
Tsubu★Doll,OVA,"Music,Slice of Life",5,557,,,1899
Sadon Desu,TV,"Comedy,Slice of Life",,397,,,1899
Shimajirou to Kujira no Uta,MOVIE,"Adventure,Comedy,Fantasy",1,128,,50,2014
Uchuu Icchokusenn,MOVIE,"Fantasy,Mystery,Sci-Fi",1,233,,55,2010
Joshikousei Nobunaga-chan!!,ONA,"Comedy,Ecchi",10,329,,57,2011
Kyoufu no Kyou-chan,TV_SHORT,Comedy,7,73,,44,1995
Goannai Shimasu Another World e,OVA,"Action,Fantasy,Supernatural",1,57,,39,2003
Honki!,OVA,Drama,3,235,,49,1991
Ganbare! Lulu Lolo,TV_SHORT,Slice of Life,26,107,,43,2013
Inferno Cop 2,ONA,Action,,4047,,,1899
Seiyuu Sentai Voicetorm 7,ONA,Comedy,12,72,,44,2013
Baka Mukashi Banashi Movie: Jijii Wars,MOVIE,"Comedy,Fantasy",1,78,,40,2013
Gakkou no Yuurei,OVA,Horror,6,300,,45,1997
W-TAILS CAT: A STRANGE PRESENCE,ONA,"Action,Hentai,Mecha,Sci-Fi",7,137,,38,2013
Gatapishi,TV_SHORT,"Comedy,Slice of Life",199,101,,53,1991
Manga Hana no Kakarichou,MOVIE,"Comedy,Slice of Life",1,74,,39,1981
Hana no Kakarichou,TV,"Comedy,Slice of Life",25,125,,39,1977
Anime Document: München e no Michi,TV,Sports,16,122,,40,1972
Tako ni Natta Okaa-san,SPECIAL,Drama,1,210,,58,2003
Tonari no Tamageta-kun,TV_SHORT,"Comedy,Sci-Fi",60,94,,41,1975
Manga Kodomo Bunko,TV,"Drama,Fantasy",51,113,,50,1979
Makkuro na Obentou,MOVIE,Drama,1,119,,54,1990
Yocchan no Biidama,SPECIAL,Drama,1,60,,33,1998
Umigame to Shounen,SPECIAL,Drama,1,166,,54,2002
Shounen Tokugawa Ieyasu,TV,Drama,20,161,,54,1975
Boku no Boukuugou,SPECIAL,Drama,1,184,,51,2005
Yama ni Kagayaku: Guide-ken Heiji Gou,SPECIAL,"Drama,Slice of Life",1,65,,40,2012
Easy Cooking Animation: Seishun no Shokutaku,TV_SHORT,Comedy,25,83,,34,1990
Ganbare Gonbe,TV_SHORT,Comedy,77,82,,41,1980
Manga Ijin Monogatari,TV,,46,137,,48,1978
Gin no Otoko,OVA,"Hentai,Romance",1,111,,41,1992
Gamba to Kawauso no Bouken,MOVIE,Adventure,1,146,,55,1991
Mori no Senshi Bonolon,TV_SHORT,"Adventure,Fantasy",26,73,,53,2008
Robokko Beeton,TV,"Adventure,Comedy,Slice of Life",50,103,,39,1977
Wagahai wa Neko de Aru,SPECIAL,"Comedy,Slice of Life",1,132,,49,1982
Kazu & Yasu Hero Tanjou,MOVIE,"Drama,Sports",1,93,,49,1995
Kariage-kun,TV,"Comedy,Slice of Life",59,133,,43,1990
Tobidase! Machine Hiryuu,TV,Comedy,21,130,,40,1978
Kappamaki,TV_SHORT,"Comedy,Slice of Life",130,68,,38,2003
Kotowaza House,TV_SHORT,"Comedy,Slice of Life",773,94,,51,1991
Gekisou! Rubenkaiser,TV,Sports,17,138,,40,1978
Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,MOVIE,Adventure,1,85,,48,2002
Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,OVA,"Adventure,Sci-Fi",1,59,,52,1999
Bokura Mangaka: Tokiwasou Monogatari,SPECIAL,"Comedy,Slice of Life",1,99,,29,1981
Furiten-kun (1990),OVA,"Comedy,Slice of Life",2,110,,50,1990
Furiten-kun,MOVIE,"Comedy,Slice of Life",1,149,,53,1981
Treasure Gaust,TV_SHORT,,5,95,,44,2007
Only You: Viva! Cabaret Club,TV_SHORT,Comedy,15,86,,44,1998
Doteraman,TV,"Comedy,Sci-Fi",20,147,,47,1987
Ijiwaru Baa-san (1996),TV,"Comedy,Slice of Life",46,76,,44,1997
Ijiwaru Baa-san,TV,"Comedy,Slice of Life",39,113,,39,1971
Dotanba no Manners,TV_SHORT,"Comedy,Slice of Life",283,86,,51,1986
Nihon Meisaku Douwa Series: Akai Tori no Kokoro,TV,,26,105,,49,1979
Itazura Tenshi Chippo-chan,TV_SHORT,Comedy,240,100,,40,1971
Otanoshimi Anime Gekijou,TV,Comedy,26,88,,45,1970
Doubutsu Mura Monogatari,TV_SHORT,,100,99,,44,1970
Hi Gekiga Ukiyoe Senya Ichiya,MOVIE,"Action,Hentai",1,130,,30,1969
Pinch to Punch,TV_SHORT,Comedy,156,95,,46,1970
Roppou Yabure-kun,TV_SHORT,Slice of Life,110,109,,48,1969
Mooretsu Atarou,TV,Comedy,90,119,,51,1970
Sobakasu Pucchi,TV_SHORT,"Adventure,Comedy",162,86,,50,1969
Fight Da!! Pyuta,TV,"Action,Comedy,Sci-Fi",26,175,,47,1968
King Kong: 00 1/7 Tom Thumb,TV,"Adventure,Sci-Fi",26,124,,29,1967
Kaminari Boy Pikkaribee★,TV,"Adventure,Comedy",54,89,,48,1968
Tobidase! Bacchiri,TV_SHORT,"Comedy,Mystery",132,96,,37,1967
Tatakae! Osper,TV,"Action,Sci-Fi",52,104,,47,1967
Kaitou Pride,TV_SHORT,"Adventure,Comedy",105,104,,46,1965
Uchuujin Pipi,TV,,52,97,,37,1966
Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,MOVIE,"Action,Adventure",1,112,,46,1964
Shisukon Ouji,TV,Adventure,14,100,,43,1964
Ikinari Dagon,TV,"Adventure,Fantasy",12,112,,50,1988
Heisei Tensai Bakabon,TV,Comedy,46,153,,57,1991
Huckleberry no Bouken (Movie),MOVIE,"Adventure,Drama",1,97,,56,1991
Ikkyuu-san,TV,"Action,Sports",26,172,,53,1978
Eikou e no Spur: Igaya Chiharu Monogatari,MOVIE,"Drama,Sports",1,80,,37,1997
Kimu no Juujika,MOVIE,Drama,1,87,,49,1990
Anata ga Furikaeru Toki,OVA,Romance,1,192,,38,1993
Ogami Matsugorou,OVA,"Action,Romance",1,121,,51,1990
Nijuushi no Hitomi,SPECIAL,Drama,1,82,,48,1980
